scene_id,source_dataset,split,sar_path,rgb_path,patch_x,patch_y,patch_size
1,sih1733,train,data/processed/patches/sar/1_r0000_c0896_flipv.png,data/processed/patches/rgb/1_r0000_c0896_flipv.png,896,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c0896_rot90.png,data/processed/patches/rgb/1_r0000_c0896_rot90.png,896,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c0896_rot180.png,data/processed/patches/rgb/1_r0000_c0896_rot180.png,896,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c0896_rot270.png,data/processed/patches/rgb/1_r0000_c0896_rot270.png,896,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1024_orig.png,data/processed/patches/rgb/1_r0000_c1024_orig.png,1024,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1024_fliph.png,data/processed/patches/rgb/1_r0000_c1024_fliph.png,1024,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1024_flipv.png,data/processed/patches/rgb/1_r0000_c1024_flipv.png,1024,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1024_rot90.png,data/processed/patches/rgb/1_r0000_c1024_rot90.png,1024,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1024_rot180.png,data/processed/patches/rgb/1_r0000_c1024_rot180.png,1024,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1024_rot270.png,data/processed/patches/rgb/1_r0000_c1024_rot270.png,1024,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1152_orig.png,data/processed/patches/rgb/1_r0000_c1152_orig.png,1152,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1152_fliph.png,data/processed/patches/rgb/1_r0000_c1152_fliph.png,1152,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1152_flipv.png,data/processed/patches/rgb/1_r0000_c1152_flipv.png,1152,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1152_rot90.png,data/processed/patches/rgb/1_r0000_c1152_rot90.png,1152,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1152_rot180.png,data/processed/patches/rgb/1_r0000_c1152_rot180.png,1152,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1152_rot270.png,data/processed/patches/rgb/1_r0000_c1152_rot270.png,1152,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1280_orig.png,data/processed/patches/rgb/1_r0000_c1280_orig.png,1280,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1280_fliph.png,data/processed/patches/rgb/1_r0000_c1280_fliph.png,1280,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1280_flipv.png,data/processed/patches/rgb/1_r0000_c1280_flipv.png,1280,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1280_rot90.png,data/processed/patches/rgb/1_r0000_c1280_rot90.png,1280,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1280_rot180.png,data/processed/patches/rgb/1_r0000_c1280_rot180.png,1280,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1280_rot270.png,data/processed/patches/rgb/1_r0000_c1280_rot270.png,1280,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1408_orig.png,data/processed/patches/rgb/1_r0000_c1408_orig.png,1408,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1408_fliph.png,data/processed/patches/rgb/1_r0000_c1408_fliph.png,1408,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1408_flipv.png,data/processed/patches/rgb/1_r0000_c1408_flipv.png,1408,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1408_rot90.png,data/processed/patches/rgb/1_r0000_c1408_rot90.png,1408,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1408_rot180.png,data/processed/patches/rgb/1_r0000_c1408_rot180.png,1408,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1408_rot270.png,data/processed/patches/rgb/1_r0000_c1408_rot270.png,1408,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1536_orig.png,data/processed/patches/rgb/1_r0000_c1536_orig.png,1536,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1536_fliph.png,data/processed/patches/rgb/1_r0000_c1536_fliph.png,1536,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1536_flipv.png,data/processed/patches/rgb/1_r0000_c1536_flipv.png,1536,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1536_rot90.png,data/processed/patches/rgb/1_r0000_c1536_rot90.png,1536,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1536_rot180.png,data/processed/patches/rgb/1_r0000_c1536_rot180.png,1536,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1536_rot270.png,data/processed/patches/rgb/1_r0000_c1536_rot270.png,1536,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1664_orig.png,data/processed/patches/rgb/1_r0000_c1664_orig.png,1664,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1664_fliph.png,data/processed/patches/rgb/1_r0000_c1664_fliph.png,1664,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1664_flipv.png,data/processed/patches/rgb/1_r0000_c1664_flipv.png,1664,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1664_rot90.png,data/processed/patches/rgb/1_r0000_c1664_rot90.png,1664,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1664_rot180.png,data/processed/patches/rgb/1_r0000_c1664_rot180.png,1664,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1664_rot270.png,data/processed/patches/rgb/1_r0000_c1664_rot270.png,1664,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1792_orig.png,data/processed/patches/rgb/1_r0000_c1792_orig.png,1792,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1792_fliph.png,data/processed/patches/rgb/1_r0000_c1792_fliph.png,1792,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1792_flipv.png,data/processed/patches/rgb/1_r0000_c1792_flipv.png,1792,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1792_rot90.png,data/processed/patches/rgb/1_r0000_c1792_rot90.png,1792,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1792_rot180.png,data/processed/patches/rgb/1_r0000_c1792_rot180.png,1792,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1792_rot270.png,data/processed/patches/rgb/1_r0000_c1792_rot270.png,1792,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1920_orig.png,data/processed/patches/rgb/1_r0000_c1920_orig.png,1920,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1920_fliph.png,data/processed/patches/rgb/1_r0000_c1920_fliph.png,1920,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1920_flipv.png,data/processed/patches/rgb/1_r0000_c1920_flipv.png,1920,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1920_rot90.png,data/processed/patches/rgb/1_r0000_c1920_rot90.png,1920,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1920_rot180.png,data/processed/patches/rgb/1_r0000_c1920_rot180.png,1920,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c1920_rot270.png,data/processed/patches/rgb/1_r0000_c1920_rot270.png,1920,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2048_orig.png,data/processed/patches/rgb/1_r0000_c2048_orig.png,2048,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2048_fliph.png,data/processed/patches/rgb/1_r0000_c2048_fliph.png,2048,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2048_flipv.png,data/processed/patches/rgb/1_r0000_c2048_flipv.png,2048,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2048_rot90.png,data/processed/patches/rgb/1_r0000_c2048_rot90.png,2048,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2048_rot180.png,data/processed/patches/rgb/1_r0000_c2048_rot180.png,2048,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2048_rot270.png,data/processed/patches/rgb/1_r0000_c2048_rot270.png,2048,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2176_orig.png,data/processed/patches/rgb/1_r0000_c2176_orig.png,2176,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2176_fliph.png,data/processed/patches/rgb/1_r0000_c2176_fliph.png,2176,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2176_flipv.png,data/processed/patches/rgb/1_r0000_c2176_flipv.png,2176,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2176_rot90.png,data/processed/patches/rgb/1_r0000_c2176_rot90.png,2176,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2176_rot180.png,data/processed/patches/rgb/1_r0000_c2176_rot180.png,2176,0,256
1,sih1733,train,data/processed/patches/sar/1_r0000_c2176_rot270.png,data/processed/patches/rgb/1_r0000_c2176_rot270.png,2176,0,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0000_orig.png,data/processed/patches/rgb/1_r0128_c0000_orig.png,0,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0000_fliph.png,data/processed/patches/rgb/1_r0128_c0000_fliph.png,0,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0000_flipv.png,data/processed/patches/rgb/1_r0128_c0000_flipv.png,0,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0000_rot90.png,data/processed/patches/rgb/1_r0128_c0000_rot90.png,0,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0000_rot180.png,data/processed/patches/rgb/1_r0128_c0000_rot180.png,0,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0000_rot270.png,data/processed/patches/rgb/1_r0128_c0000_rot270.png,0,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0128_orig.png,data/processed/patches/rgb/1_r0128_c0128_orig.png,128,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0128_fliph.png,data/processed/patches/rgb/1_r0128_c0128_fliph.png,128,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0128_flipv.png,data/processed/patches/rgb/1_r0128_c0128_flipv.png,128,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0128_rot90.png,data/processed/patches/rgb/1_r0128_c0128_rot90.png,128,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0128_rot180.png,data/processed/patches/rgb/1_r0128_c0128_rot180.png,128,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0128_rot270.png,data/processed/patches/rgb/1_r0128_c0128_rot270.png,128,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0256_orig.png,data/processed/patches/rgb/1_r0128_c0256_orig.png,256,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0256_fliph.png,data/processed/patches/rgb/1_r0128_c0256_fliph.png,256,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0256_flipv.png,data/processed/patches/rgb/1_r0128_c0256_flipv.png,256,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0256_rot90.png,data/processed/patches/rgb/1_r0128_c0256_rot90.png,256,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0256_rot180.png,data/processed/patches/rgb/1_r0128_c0256_rot180.png,256,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0256_rot270.png,data/processed/patches/rgb/1_r0128_c0256_rot270.png,256,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0384_orig.png,data/processed/patches/rgb/1_r0128_c0384_orig.png,384,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0384_fliph.png,data/processed/patches/rgb/1_r0128_c0384_fliph.png,384,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0384_flipv.png,data/processed/patches/rgb/1_r0128_c0384_flipv.png,384,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0384_rot90.png,data/processed/patches/rgb/1_r0128_c0384_rot90.png,384,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0384_rot180.png,data/processed/patches/rgb/1_r0128_c0384_rot180.png,384,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0384_rot270.png,data/processed/patches/rgb/1_r0128_c0384_rot270.png,384,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0512_orig.png,data/processed/patches/rgb/1_r0128_c0512_orig.png,512,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0512_fliph.png,data/processed/patches/rgb/1_r0128_c0512_fliph.png,512,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0512_flipv.png,data/processed/patches/rgb/1_r0128_c0512_flipv.png,512,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0512_rot90.png,data/processed/patches/rgb/1_r0128_c0512_rot90.png,512,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0512_rot180.png,data/processed/patches/rgb/1_r0128_c0512_rot180.png,512,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0512_rot270.png,data/processed/patches/rgb/1_r0128_c0512_rot270.png,512,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0640_orig.png,data/processed/patches/rgb/1_r0128_c0640_orig.png,640,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0640_fliph.png,data/processed/patches/rgb/1_r0128_c0640_fliph.png,640,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0640_flipv.png,data/processed/patches/rgb/1_r0128_c0640_flipv.png,640,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0640_rot90.png,data/processed/patches/rgb/1_r0128_c0640_rot90.png,640,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0640_rot180.png,data/processed/patches/rgb/1_r0128_c0640_rot180.png,640,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0640_rot270.png,data/processed/patches/rgb/1_r0128_c0640_rot270.png,640,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0768_orig.png,data/processed/patches/rgb/1_r0128_c0768_orig.png,768,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0768_fliph.png,data/processed/patches/rgb/1_r0128_c0768_fliph.png,768,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0768_flipv.png,data/processed/patches/rgb/1_r0128_c0768_flipv.png,768,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0768_rot90.png,data/processed/patches/rgb/1_r0128_c0768_rot90.png,768,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0768_rot180.png,data/processed/patches/rgb/1_r0128_c0768_rot180.png,768,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0768_rot270.png,data/processed/patches/rgb/1_r0128_c0768_rot270.png,768,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0896_orig.png,data/processed/patches/rgb/1_r0128_c0896_orig.png,896,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0896_fliph.png,data/processed/patches/rgb/1_r0128_c0896_fliph.png,896,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0896_flipv.png,data/processed/patches/rgb/1_r0128_c0896_flipv.png,896,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0896_rot90.png,data/processed/patches/rgb/1_r0128_c0896_rot90.png,896,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0896_rot180.png,data/processed/patches/rgb/1_r0128_c0896_rot180.png,896,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c0896_rot270.png,data/processed/patches/rgb/1_r0128_c0896_rot270.png,896,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1024_orig.png,data/processed/patches/rgb/1_r0128_c1024_orig.png,1024,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1024_fliph.png,data/processed/patches/rgb/1_r0128_c1024_fliph.png,1024,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1024_flipv.png,data/processed/patches/rgb/1_r0128_c1024_flipv.png,1024,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1024_rot90.png,data/processed/patches/rgb/1_r0128_c1024_rot90.png,1024,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1024_rot180.png,data/processed/patches/rgb/1_r0128_c1024_rot180.png,1024,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1024_rot270.png,data/processed/patches/rgb/1_r0128_c1024_rot270.png,1024,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1152_orig.png,data/processed/patches/rgb/1_r0128_c1152_orig.png,1152,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1152_fliph.png,data/processed/patches/rgb/1_r0128_c1152_fliph.png,1152,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1152_flipv.png,data/processed/patches/rgb/1_r0128_c1152_flipv.png,1152,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1152_rot90.png,data/processed/patches/rgb/1_r0128_c1152_rot90.png,1152,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1152_rot180.png,data/processed/patches/rgb/1_r0128_c1152_rot180.png,1152,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1152_rot270.png,data/processed/patches/rgb/1_r0128_c1152_rot270.png,1152,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1280_orig.png,data/processed/patches/rgb/1_r0128_c1280_orig.png,1280,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1280_fliph.png,data/processed/patches/rgb/1_r0128_c1280_fliph.png,1280,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1280_flipv.png,data/processed/patches/rgb/1_r0128_c1280_flipv.png,1280,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1280_rot90.png,data/processed/patches/rgb/1_r0128_c1280_rot90.png,1280,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1280_rot180.png,data/processed/patches/rgb/1_r0128_c1280_rot180.png,1280,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1280_rot270.png,data/processed/patches/rgb/1_r0128_c1280_rot270.png,1280,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1408_orig.png,data/processed/patches/rgb/1_r0128_c1408_orig.png,1408,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1408_fliph.png,data/processed/patches/rgb/1_r0128_c1408_fliph.png,1408,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1408_flipv.png,data/processed/patches/rgb/1_r0128_c1408_flipv.png,1408,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1408_rot90.png,data/processed/patches/rgb/1_r0128_c1408_rot90.png,1408,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1408_rot180.png,data/processed/patches/rgb/1_r0128_c1408_rot180.png,1408,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1408_rot270.png,data/processed/patches/rgb/1_r0128_c1408_rot270.png,1408,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1536_orig.png,data/processed/patches/rgb/1_r0128_c1536_orig.png,1536,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1536_fliph.png,data/processed/patches/rgb/1_r0128_c1536_fliph.png,1536,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1536_flipv.png,data/processed/patches/rgb/1_r0128_c1536_flipv.png,1536,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1536_rot90.png,data/processed/patches/rgb/1_r0128_c1536_rot90.png,1536,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1536_rot180.png,data/processed/patches/rgb/1_r0128_c1536_rot180.png,1536,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1536_rot270.png,data/processed/patches/rgb/1_r0128_c1536_rot270.png,1536,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1664_orig.png,data/processed/patches/rgb/1_r0128_c1664_orig.png,1664,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1664_fliph.png,data/processed/patches/rgb/1_r0128_c1664_fliph.png,1664,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1664_flipv.png,data/processed/patches/rgb/1_r0128_c1664_flipv.png,1664,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1664_rot90.png,data/processed/patches/rgb/1_r0128_c1664_rot90.png,1664,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1664_rot180.png,data/processed/patches/rgb/1_r0128_c1664_rot180.png,1664,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1664_rot270.png,data/processed/patches/rgb/1_r0128_c1664_rot270.png,1664,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1792_orig.png,data/processed/patches/rgb/1_r0128_c1792_orig.png,1792,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1792_fliph.png,data/processed/patches/rgb/1_r0128_c1792_fliph.png,1792,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1792_flipv.png,data/processed/patches/rgb/1_r0128_c1792_flipv.png,1792,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1792_rot90.png,data/processed/patches/rgb/1_r0128_c1792_rot90.png,1792,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1792_rot180.png,data/processed/patches/rgb/1_r0128_c1792_rot180.png,1792,128,256
1,sih1733,train,data/processed/patches/sar/1_r0128_c1792_rot270.png,data/processed/patches/rgb/1_r0128_c1792_rot270.png,1792,128,256
